1	65536	701
2	65536	759
3	65536	846
4	65536	933
1	524288	944
2	524288	1002
5	65536	1020
3	524288	1089
256	65536	1103
4	524288	1176
257	65536	1190
5	524288	1263
258	65536	1277
256	524288	1346
259	65536	1364
257	524288	1433
260	65536	1451
258	524288	1520
261	65536	1538
259	524288	1607
512	65536	1621
260	524288	1694
513	65536	1708
261	524288	1781
514	65536	1795
512	524288	1864
515	65536	1882
513	524288	1951
516	65536	1969
514	524288	2038
517	65536	2056
515	524288	2125
768	65536	2139
516	524288	2212
769	65536	2226
517	524288	2299
770	65536	2313
768	524288	2382
771	65536	2400
769	524288	2469
772	65536	2487
770	524288	2556
773	65536	2574
771	524288	2643
1024	65536	2657
772	524288	2730
1025	65536	2744
773	524288	2817
1026	65536	2831
1024	524288	2900
1027	65536	2918
1025	524288	2987
1028	65536	3005
1026	524288	3074
1029	65536	3092
1027	524288	3161
1280	65536	3175
1028	524288	3248
1281	65536	3262
1029	524288	3335
1282	65536	3349
1280	524288	3418
1283	65536	3436
1281	524288	3505
1284	65536	3523
1282	524288	3592
1285	65536	3610
1283	524288	3679
1284	524288	3766
1285	524288	3853
1	65536	32467
1	262144	33897
1	4	33975
2	65536	38739
1	65536	38747
1	4	38991
2	262144	40669
2	2	40747
2	262144	43104
2	2	43193
2	262144	43460
2	2	43549
2	65536	43733
2	2	43977
2	262144	44360
2	524288	44436
1	65536	44476
1	4	44950
2	65536	45032
2	262144	45467
2	2	45545
1	65536	51082
1	262144	51295
1	4	51388
2	65536	59265
2	262144	59478
2	2	59571
1	262144	59917
1	4	60006
1	262144	60494
1	4	60583
1	262144	61071
1	4	61160
1	262144	61648
1	4	61737
1	262144	62225
1	4	62314
1	262144	62802
1	4	62891
1	262144	63379
1	4	63468
1	262144	63956
1	4	64045
1	262144	64533
1	4	64622
1	262144	65110
1	4	65199
1	262144	65687
1	4	65776
1	262144	66264
1	4	66353
1	262144	66841
1	4	66930
1	262144	67418
1	4	67507
1	262144	67995
1	4	68084
1	262144	68572
1	4	68665
1	262144	69153
1	4	69242
1	262144	69730
1	4	69819
1	262144	70307
1	4	70396
1	262144	70884
1	4	70973
1	262144	71461
1	4	71550
1	262144	72038
1	4	72127
1	262144	72615
1	4	72704
1	262144	73192
1	4	73281
1	262144	73769
1	4	73858
1	262144	74346
1	4	74435
1	262144	74923
1	4	75012
1	262144	75500
1	4	75589
2	65536	75975
1	262144	76077
1	4	76166
2	262144	76188
2	2	76281
1	262144	76654
1	4	76743
1	262144	77231
1	4	77320
1	262144	77808
1	4	77897
1	262144	78385
1	4	78474
1	262144	78962
1	4	79051
1	262144	79539
1	4	79628
1	262144	80116
1	4	80205
1	262144	80693
1	4	80782
1	262144	81270
1	4	81359
1	262144	81847
1	4	81936
1	262144	82424
1	4	82513
1	262144	83001
1	4	83090
1	262144	83578
1	4	83667
1	262144	84155
1	4	84244
1	262144	84732
1	4	84821
1	262144	85309
1	4	85398
1	262144	85886
1	4	85975
1	262144	86463
1	4	86552
1	262144	87040
1	4	87133
1	262144	87621
1	4	87710
1	262144	88198
1	4	88287
1	262144	88775
1	4	88864
1	262144	89352
1	4	89441
1	262144	89929
1	4	90018
1	262144	90506
1	4	90595
1	262144	91083
1	4	91172
1	262144	91660
1	4	91749
1	262144	92237
1	4	92326
2	65536	92688
1	262144	92814
2	262144	92901
1	4	92903
2	2	92994
1	262144	93391
1	4	93480
1	262144	93968
1	4	94057
1	262144	94545
1	4	94634
1	262144	95122
1	4	95211
1	262144	95699
1	4	95788
1	262144	96276
1	4	96365
1	262144	96853
1	4	96942
1	262144	97430
1	4	97519
1	262144	98007
1	4	98096
2	262144	98342
2	524288	98418
1	262144	98584
2	65536	98599
1	4	98673
3	65536	98698
2	524288	98843
1	65536	98857
1	4	99349
3	262144	100063
2	65536	100079
3	1	100141
2	262144	100514
2	2	100592
3	262144	102622
3	1	102711
3	262144	102978
3	1	103067
3	65536	103251
3	1	103495
3	262144	103878
2	65536	103903
3	524288	103954
2	2	104361
3	65536	104443
1	65536	104770
3	262144	104813
3	1	104891
1	262144	104983
1	4	105076
1	262144	106718
1	4	106807
1	262144	107295
1	4	107384
1	262144	107872
1	4	107961
1	262144	108449
1	4	108538
1	262144	109026
1	4	109115
1	262144	109603
1	4	109692
3	262144	109859
2	65536	109884
3	524288	109935
3	65536	110116
1	262144	110180
2	2	110191
4	65536	110194
1	4	110269
3	524288	110360
1	262144	110757
1	4	110846
1	262144	111334
1	4	111423
1	262144	111911
1	4	112000
4	262144	112412
1	262144	112488
4	0	112490
1	4	112577
1	262144	113065
1	4	113154
