p0	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p40	p41	p42	p43	p44	p45	p46	p47	p48	p49	p50	p51	p52	p53	p54	p55	p56	p57	p58	p59	p60	p61	p62	p63
45	46.154025	46.1769963	45.8923629	45	46.3503051	45.966336	45.9469748	46.3659162	46.4024537	46.1488759	45.0760452	46.5253785	46.2059825	45.9704775	45.9404885	46.1868676	46.1834009	45.9343072	45.0365847	46.3749486	46.2006573	46.1591494	45.743794	45.9236096	45.9272873	45.884963	45.0345126	46.3181947	46.149241	45.9350867	45.9075842	45	46.5335923	46.3703658	46.1138995	45	46.3210956	46.1471689	45.8923629	46.3236042	46.377361	46.1985852	46.1390045	46.5335923	46.4188935	46.1492903	45.0760451	45.0517689	45.0842836	45.8952612	45.8927747	46.3264208	46.1574671	45.9014028	45.034927	45	45.0016576	45.0329044	45.0329044	45.0489422	45.0432025	45.0333188	45.0016576
45	46.9010818	46.9880484	46.6064985	45	46.6009889	46.8364456	47.0085382	47.0525614	46.9791962	46.8996128	45.2507756	46.4515975	47.0243471	46.8694534	46.7796215	47.0265947	46.8245783	46.740221	45.1326793	46.8408396	46.8564469	46.9644611	46.4554009	47.1379244	46.9506747	46.8049516	45.1278638	46.7089131	46.9015921	46.9581317	46.8824881	45	47.1024654	47.3154566	47.2116196	45	46.9384197	46.8972033	46.6064985	46.9414921	47.1244017	47.2885929	47.1158996	46.8887255	47.2144213	46.918244	45.2590016	45.6110814	45.7132418	46.8705091	46.8388609	46.9332714	46.7403805	46.8358937	45.3423608	45.2449698	45.2560229	45.347629	45.3385864	45.3662229	45.354812	45.1280579	45.0186494
45	47.9984774	48.1349082	46.3842201	45	47.2466529	46.6884203	46.7527187	48.106043	48.2470077	48.0406706	46.2767434	47.2956437	46.8668172	46.735352	46.581917	48.2588923	48.1507372	47.6697706	45.3089937	47.4199072	46.7893035	46.7726132	46.3731445	48.1462113	48.0496459	47.3541591	45.2537034	46.4201579	46.6451443	46.6822491	46.5622595	45	48.2649371	48.6023642	48.308544	45	47.9214222	48.0188793	47.674091	47.9569115	48.3176934	48.5292129	48.2151168	48.1037741	48.6465305	48.3259141	46.8533897	47.2574583	47.2328431	48.0200162	48.0864144	47.9466788	48.2292417	47.9252645	46.791672	46.6660367	46.8961729	46.824551	46.7484896	46.7647165	46.8215467	46.6327495	46.245673
45	48.4887076	48.4442304	46.7562846	45	48.1593773	47.0633848	46.7748469	48.563881	49.1333951	48.8378341	47.0528733	48.1419259	47.3274601	47.0843015	46.859805	48.656231	48.8761828	48.4778959	45.559275	48.3047771	47.4400855	46.8803369	46.5118676	48.114949	48.3370551	48.0420083	45.3986535	46.6981053	46.9143476	46.7066407	46.5419674	45	47.7008723	48.3352026	47.6785658	45	48.0751117	48.3067172	47.9125132	47.7155536	48.2271168	48.471984	47.8169941	48.0004202	48.5738312	48.4558379	47.2949013	47.2824289	47.1857919	47.7324957	47.8033659	48.1672333	48.4144394	48.289891	47.5512343	46.9642402	46.9349495	46.9518997	47.1943035	47.2308899	47.4168504	47.4391108	46.6632397
45	49.3933518	49.4756405	47.9790617	45	48.9359643	48.3386475	47.9795769	49.65513	50.3835177	50.0369503	48.160335	48.6349437	48.4758062	48.3395441	47.8380783	49.7389238	50.0262161	49.4577148	46.7173539	49.0496779	48.4999506	48.1889801	47.798965	49.2454698	49.3271988	48.8575523	46.4170726	47.5978003	47.8668959	48.0887043	47.688948	45	48.8044016	48.4701938	48.5179506	45	48.8647335	48.7516149	47.4823191	48.4156058	49.0813675	49.5458331	48.6540017	48.8375786	49.2525868	48.2107611	47.1734262	47.105192	47.207396	48.6227147	48.2856438	49.0053244	49.0412258	47.980501	47.2497901	46.7224554	46.7391586	46.8477007	46.8872926	46.9769607	47.2539298	47.1800824	46.5513296
45	49.0483551	49.239724	48.0859788	45	48.7441298	48.5230274	48.3226847	49.4414923	50.3082264	49.7723619	48.8360143	48.6578606	48.7728855	48.7479752	48.256813	49.5504749	49.9177063	49.2573331	47.6442657	49.242045	48.7726111	48.4465495	48.2212932	49.2646696	49.4931776	48.9275162	47.4006442	47.6571202	48.0268103	48.336001	48.1916766	45	48.9978862	48.9178577	48.7365801	45	49.3102206	49.5003563	47.4209015	48.5221798	49.372001	50.0067011	49.1343583	49.3112916	50.2550913	48.3413691	47.0409428	46.9906365	47.2799165	48.8878942	48.6796151	49.2535336	49.7492908	47.7975805	47.0052992	46.500786	46.5717346	46.7740136	46.6909586	47.0374772	47.3775036	47.1932757	46.8655768
45	48.5485336	48.800458	47.7124981	45	49.5660572	49.8364423	49.3344354	48.8236162	49.7653447	49.3544402	48.2578166	49.6044526	49.9776175	49.8564371	49.3275239	49.1400191	49.5849883	48.9056272	47.4511128	50.1329833	50.1922551	49.8562278	49.306827	48.6053409	48.9543378	48.3652462	47.0450937	48.6084985	49.1088915	49.2798686	49.0711669	45	49.6495426	50.1555947	49.40467	45	50.1613967	50.153492	48.5192696	49.0973896	50.1200338	50.5115875	49.9700486	50.1761598	51.3390716	49.6538585	48.1210119	48.0564467	48.4816115	49.6115961	49.0544755	49.9934127	50.6271852	49.086836	48.2145136	47.2592085	47.386116	47.6416311	47.4493195	48.2208809	48.6595015	48.4016829	48.0613629
45	48.7990979	48.8719607	47.6201413	45	49.1530701	49.5605435	49.0517141	48.7876938	49.7725341	49.2351434	48.053876	49.0611846	49.6526505	49.6974958	49.0929433	49.4342344	49.9415616	49.0621419	47.6982823	49.587449	50.0262834	49.68845	49.0879565	48.3278905	48.9680892	48.3781069	47.008858	48.4688622	48.906026	48.9772539	48.6854571	45	49.5627166	50.4707717	49.5380091	45	49.9942646	50.1234177	48.9490555	49.3832555	50.1510243	51.0169494	50.2182898	50.0187313	51.3913929	50.0870413	48.6005309	48.7361382	49.0448498	50.0643542	49.4309282	49.7856558	50.7601954	49.511372	48.3495371	47.9395431	48.1177842	48.3919955	48.0681048	48.4893978	48.8511897	48.7556377	47.9638894
45	49.8992572	49.8837844	48.8917125	45	49.9647961	50.037839	49.4990116	49.9043221	50.750432	49.9288641	49.0566925	49.5819551	50.9303431	50.2893553	49.5874846	50.4001201	51.158405	50.3595864	49.0077674	50.3064644	50.6313843	50.2543517	49.5910374	49.2667153	49.909964	49.335682	48.1007625	49.2389491	49.6558939	49.4422211	49.0658878	45	49.7862654	50.9569872	49.6887584	45	49.8622391	49.4966412	48.3865562	50.103431	50.911796	51.4655954	50.4326761	50.1208614	50.8080582	49.7378171	48.2825917	49.7730757	49.7792871	50.2479415	48.914432	49.843709	50.2213386	49.160311	47.9987373	48.7624389	48.5297443	48.1389282	47.6672597	48.0371471	48.5344117	48.3464977	47.6425301
45	49.4645017	49.6325867	49.0081675	45	49.9940469	50.4783134	49.9026048	49.4847202	50.6606192	49.9038771	49.2150543	49.810581	51.287976	51.0642105	50.2575003	50.0919713	50.8386179	50.1304796	49.1735313	50.2521246	50.7990522	50.989364	50.273769	48.9127543	49.5866699	49.2585729	48.2940047	49.2145198	50.252033	50.0858475	49.626893	45	50.0108797	51.1418895	49.6450756	45	50.3465327	49.2636173	47.9322086	49.8520992	51.3230116	51.8891246	50.7967766	50.6119246	50.6359626	49.6273451	47.9830089	49.9702933	50.417804	50.8129479	48.6034505	50.4739438	50.0431485	49.0470585	47.6888235	49.0129387	49.095784	47.987839	47.3355446	47.7177619	48.2336239	47.9946612	47.3413442
