p0	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35
45.00000000	45.00000000	45.00000000	45.00000000	45.00000006	45.00000091	45.00000000	45.00000000	45.00000000	45.00000008	45.00000260	45.00004560	45.00000000	45.00000000	45.00000005	45.00000258	45.00008856	45.00176141	45.00000000	45.00000001	45.00000086	45.00004392	45.00171844	45.04670544	45.00000000	45.00000000	45.00000005	45.00000258	45.00008857	45.00176142	45.00000000	45.00000000	45.00000000	45.00000008	45.00000266	45.00004649
45.00000000	45.00000000	45.00000000	45.00000008	45.00000128	45.00001049	45.00000000	45.00000000	45.00000008	45.00000181	45.00002855	45.00024131	45.00000000	45.00000004	45.00000120	45.00002797	45.00045348	45.00395881	45.00000001	45.00000030	45.00000929	45.00022349	45.00374663	45.03387849	45.00000000	45.00000004	45.00000120	45.00002798	45.00045352	45.00395914	45.00000000	45.00000000	45.00000008	45.00000190	45.00002979	45.00025146
45.00000000	45.00000000	45.00000004	45.00000063	45.00000632	45.00003421	45.00000000	45.00000003	45.00000059	45.00000870	45.00008805	45.00048275	45.00000001	45.00000029	45.00000573	45.00008535	45.00087463	45.00485228	45.00000006	45.00000144	45.00002849	45.00042988	45.00446034	45.02504476	45.00000001	45.00000029	45.00000573	45.00008538	45.00087494	45.00485395	45.00000000	45.00000003	45.00000063	45.00000930	45.00009405	45.00051523
45.00000000	45.00000001	45.00000021	45.00000228	45.00001688	45.00006922	45.00000001	45.00000015	45.00000208	45.00002255	45.00016831	45.00069427	45.00000006	45.00000104	45.00001480	45.00016147	45.00121301	45.00503342	45.00000022	45.00000378	45.00005441	45.00059720	45.00451447	45.01884695	45.00000006	45.00000104	45.00001482	45.00016163	45.00121412	45.00503795	45.00000001	45.00000016	45.00000228	45.00002466	45.00018401	45.00075867
45.00000000	45.00000006	45.00000065	45.00000555	45.00003288	45.00011010	45.00000003	45.00000044	45.00000496	45.00004259	45.00025312	45.00085092	45.00000019	45.00000248	45.00002792	45.00024053	45.00143523	45.00484258	45.00000055	45.00000726	45.00008219	45.00071080	45.00425775	45.01442399	45.00000019	45.00000248	45.00002797	45.00024099	45.00143793	45.00485158	45.00000004	45.00000049	45.00000555	45.00004765	45.00028308	45.00095129
45.00000002	45.00000016	45.00000150	45.00001068	45.00005292	45.00015188	45.00000009	45.00000101	45.00000934	45.00006653	45.00033048	45.00095098	45.00000044	45.00000468	45.00004359	45.00031129	45.00155063	45.00447403	45.00000108	45.00001159	45.00010830	45.00077540	45.00387339	45.01121497	45.00000044	45.00000469	45.00004374	45.00031234	45.00155578	45.00448878	45.00000011	45.00000115	45.00001068	45.00007606	45.00037771	45.00108659
45.00000004	45.00000036	45.00000288	45.00001754	45.00007512	45.00019083	45.00000021	45.00000189	45.00001503	45.00009173	45.00039367	45.00100212	45.00000084	45.00000756	45.00006013	45.00036786	45.00158215	45.00403688	45.00000181	45.00001640	45.00013074	45.00080138	45.00345526	45.00884930	45.00000084	45.00000760	45.00006045	45.00036982	45.00159055	45.00405819	45.00000024	45.00000221	45.00001754	45.00010706	45.00045935	45.00116900
45.00000009	45.00000069	45.00000481	45.00002575	45.00009761	45.00022463	45.00000040	45.00000312	45.00002163	45.00011591	45.00044019	45.00101479	45.00000140	45.00001094	45.00007607	45.00040833	45.00155386	45.00359069	45.00000273	45.00002135	45.00014865	45.00079929	45.00304930	45.00707861	45.00000141	45.00001103	45.00007668	45.00041157	45.00156610	45.00361884	45.00000048	45.00000371	45.00002575	45.00013794	45.00052376	45.00120715
45.00000017	45.00000118	45.00000728	45.00003479	45.00011887	45.00025211	45.00000068	45.00000464	45.00002869	45.00013740	45.00047029	45.00099915	45.00000213	45.00001460	45.00009035	45.00043337	45.00148633	45.00316631	45.00000381	45.00002614	45.00016193	45.00077800	45.00267602	45.00573410	45.00000215	45.00001477	45.00009136	45.00043817	45.00150275	45.00320110	45.00000082	45.00000563	45.00003479	45.00016655	45.00056994	45.00121054
45.00000030	45.00000183	45.00001017	45.00004410	45.00013779	45.00027292	45.00000105	45.00000641	45.00003576	45.00015521	45.00048574	45.00096389	45.00000300	45.00001834	45.00010233	45.00044492	45.00139544	45.00277816	45.00000500	45.00003058	45.00017089	45.00074434	45.00234268	45.00469939	45.00000304	45.00001861	45.00010386	45.00045153	45.00141610	45.00281903	45.00000130	45.00000791	45.00004410	45.00019140	45.00059883	45.00118795
45.00000048	45.00000263	45.00001338	45.00005320	45.00015370	45.00028729	45.00000152	45.00000835	45.00004245	45.00016895	45.00048900	45.00091599	45.00000398	45.00002194	45.00011173	45.00044547	45.00129274	45.00243138	45.00000626	45.00003452	45.00017604	45.00070335	45.00204991	45.00389311	45.00000406	45.00002236	45.00011389	45.00045403	45.00131745	45.00247753	45.00000190	45.00001046	45.00005320	45.00021168	45.00061251	45.00114691
45.00000072	45.00000358	45.00001676	45.00006165	45.00016629	45.00029579	45.00000207	45.00001035	45.00004848	45.00017860	45.00048267	45.00086073	45.00000504	45.00002527	45.00011853	45.00043752	45.00118620	45.00212613	45.00000755	45.00003789	45.00017798	45.00065862	45.00179521	45.00325756	45.00000516	45.00002588	45.00012139	45.00044806	45.00121459	45.00217659	45.00000263	45.00001317	45.00006165	45.00022709	45.00061349	45.00109351
45.00000101	45.00000464	45.00002016	45.00006917	45.00017553	45.00029915	45.00000268	45.00001234	45.00005366	45.00018445	45.00046916	45.00080203	45.00000613	45.00002822	45.00012288	45.00042337	45.00108108	45.00185997	45.00000882	45.00004066	45.00017728	45.00061264	45.00157481	45.00275129	45.00000631	45.00002906	45.00012651	45.00043582	45.00111265	45.00191371	45.00000346	45.00001592	45.00006917	45.00023770	45.00060435	45.00103253
45.00000136	45.00000578	45.00002344	45.00007555	45.00018158	45.00029819	45.00000335	45.00001425	45.00005789	45.00018695	45.00045057	45.00074266	45.00000722	45.00003074	45.00012505	45.00040493	45.00098067	45.00162929	45.00001005	45.00004282	45.00017450	45.00056709	45.00138462	45.00234412	45.00000748	45.00003183	45.00012947	45.00041916	45.00101483	45.00168531	45.00000438	45.00001861	45.00007555	45.00024389	45.00058750	45.00096762
45.00000176	45.00000696	45.00002651	45.00008070	45.00018474	45.00029370	45.00000406	45.00001602	45.00006115	45.00018661	45.00042865	45.00068450	45.00000828	45.00003278	45.00012536	45.00038379	45.00088684	45.00143011	45.00001120	45.00004440	45.00017011	45.00052306	45.00122067	45.00201378	45.00000863	45.00003415	45.00013055	45.00039959	45.00092296	45.00148746	45.00000535	45.00002115	45.00008070	45.00024616	45.00056505	45.00090148
45.00000221	45.00000814	45.00002927	45.00008460	45.00018538	45.00028644	45.00000477	45.00001761	45.00006347	45.00018397	45.00040477	45.00062881	45.00000929	45.00003436	45.00012412	45.00036119	45.00080052	45.00125852	45.00001226	45.00004544	45.00016453	45.00048125	45.00107936	45.00174363	45.00000973	45.00003601	45.00013005	45.00037831	45.00083799	45.00131632	45.00000636	45.00002348	45.00008460	45.00024508	45.00053879	45.00083605
45.00000268	45.00000928	45.00003166	45.00008729	45.00018388	45.00027708	45.00000547	45.00001899	45.00006491	45.00017951	45.00038001	45.00057633	45.00001021	45.00003549	45.00012165	45.00033805	45.00072200	45.00111085	45.00001321	45.00004600	45.00015811	45.00044203	45.00095750	45.00152112	45.00001077	45.00003743	45.00012825	45.00035623	45.00076024	45.00116836	45.00000737	45.00002555	45.00008729	45.00024126	45.00051019	45.00077268
45.00000317	45.00001037	45.00003367	45.00008886	45.00018062	45.00026619	45.00000615	45.00002015	45.00006556	45.00017370	45.00035517	45.00052747	45.00001104	45.00003621	45.00011823	45.00031507	45.00065116	45.00098381	45.00001404	45.00004614	45.00015114	45.00040560	45.00085230	45.00133666	45.00001172	45.00003843	45.00012543	45.00033404	45.00068964	45.00104040	45.00000835	45.00002732	45.00008886	45.00023524	45.00048041	45.00071228
45.00000368	45.00001137	45.00003526	45.00008942	45.00017597	45.00025428	45.00000680	45.00002107	45.00006553	45.00016693	45.00033083	45.00048241	45.00001176	45.00003656	45.00011412	45.00029273	45.00058764	45.00087449	45.00001474	45.00004591	45.00014385	45.00037201	45.00076138	45.00118281	45.00001257	45.00003904	45.00012182	45.00031221	45.00062590	45.00092964	45.00000928	45.00002877	45.00008942	45.00022757	45.00045036	45.00065541
45.00000417	45.00001227	45.00003645	45.00008909	45.00017026	45.00024177	45.00000739	45.00002178	45.00006491	45.00015951	45.00030739	45.00044114	45.00001238	45.00003658	45.00010953	45.00027136	45.00053094	45.00078035	45.00001532	45.00004536	45.00013643	45.00034120	45.00068270	45.00105382	45.00001331	45.00003931	45.00011762	45.00029111	45.00056859	45.00083366	45.00001016	45.00002991	45.00008909	45.00021869	45.00042070	45.00060236
45.00000466	45.00001305	45.00003725	45.00008802	45.00016378	45.00022898	45.00000793	45.00002227	45.00006382	45.00015172	45.00028510	45.00040354	45.00001288	45.00003632	45.00010463	45.00025117	45.00048050	45.00069921	45.00001577	45.00004456	45.00012902	45.00031309	45.00061450	45.00094513	45.00001394	45.00003926	45.00011302	45.00027097	45.00051722	45.00075038	45.00001095	45.00003074	45.00008802	45.00020899	45.00039193	45.00055326
45.00000512	45.00001371	45.00003770	45.00008632	45.00015679	45.00021618	45.00000840	45.00002257	45.00006234	45.00014378	45.00026414	45.00036945	45.00001328	45.00003583	45.00009957	45.00023229	45.00043574	45.00062920	45.00001610	45.00004356	45.00012174	45.00028752	45.00055530	45.00085313	45.00001445	45.00003896	45.00010817	45.00025192	45.00047128	45.00067802	45.00001165	45.00003128	45.00008632	45.00019882	45.00036440	45.00050809
45.00000555	45.00001425	45.00003783	45.00008413	45.00014948	45.00020358	45.00000881	45.00002269	45.00006056	45.00013585	45.00024459	45.00033863	45.00001358	45.00003514	45.00009447	45.00021475	45.00039609	45.00056870	45.00001632	45.00004239	45.00011467	45.00026433	45.00050383	45.00077494	45.00001486	45.00003843	45.00010317	45.00023405	45.00043026	45.00061505	45.00001225	45.00003156	45.00008413	45.00018842	45.00033832	45.00046676
45.00000594	45.00001466	45.00003766	45.00008156	45.00014203	45.00019134	45.00000914	45.00002266	45.00005856	45.00012807	45.00022647	45.00031085	45.00001377	45.00003431	45.00008942	45.00019856	45.00036101	45.00051636	45.00001644	45.00004110	45.00010788	45.00024335	45.00045902	45.00070822	45.00001515	45.00003771	45.00009814	45.00021740	45.00039368	45.00056017	45.00001276	45.00003160	45.00008156	45.00017803	45.00031385	45.00042908
45.00000629	45.00001496	45.00003726	45.00007870	45.00013459	45.00017957	45.00000942	45.00002249	45.00005641	45.00012052	45.00020976	45.00028586	45.00001388	45.00003336	45.00008448	45.00018370	45.00032999	45.00047101	45.00001647	45.00003972	45.00010140	45.00022441	45.00041994	45.00065110	45.00001535	45.00003685	45.00009315	45.00020196	45.00036108	45.00051227	45.00001316	45.00003142	45.00007870	45.00016780	45.00029103	45.00039486
45.00000660	45.00001515	45.00003664	45.00007565	45.00012726	45.00016835	45.00000962	45.00002221	45.00005416	45.00011329	45.00019443	45.00026341	45.00001391	45.00003232	45.00007971	45.00017011	45.00030259	45.00043166	45.00001641	45.00003829	45.00009526	45.00020733	45.00038582	45.00060203	45.00001545	45.00003586	45.00008826	45.00018770	45.00033204	45.00047040	45.00001347	45.00003107	45.00007565	45.00015787	45.00026989	45.00036387
45.00000686	45.00001523	45.00003586	45.00007249	45.00012014	45.00015773	45.00000977	45.00002183	45.00005186	45.00010640	45.00018040	45.00024327	45.00001387	45.00003123	45.00007514	45.00015771	45.00027837	45.00039745	45.00001627	45.00003682	45.00008948	45.00019194	45.00035599	45.00055975	45.00001547	45.00003479	45.00008351	45.00017458	45.00030619	45.00043375	45.00001368	45.00003056	45.00007249	45.00014833	45.00025040	45.00033587
