p0	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35
45.00001490	45.00000876	45.00000346	45.00000101	45.00000023	45.00000005	45.00006865	45.00004033	45.00001592	45.00000464	45.00000107	45.00000023	45.00029915	45.00017553	45.00006917	45.00002016	45.00000464	45.00000101	45.00103253	45.00060435	45.00023770	45.00006917	45.00001592	45.00000346	45.00264707	45.00154147	45.00060435	45.00017553	45.00004033	45.00000876	45.00459614	45.00264707	45.00103253	45.00029915	45.00006865	45.00001490
45.00001719	45.00001050	45.00000438	45.00000136	45.00000034	45.00000008	45.00007322	45.00004466	45.00001861	45.00000578	45.00000143	45.00000034	45.00029819	45.00018158	45.00007555	45.00002344	45.00000578	45.00000136	45.00096762	45.00058750	45.00024389	45.00007555	45.00001861	45.00000438	45.00235471	45.00142073	45.00058750	45.00018158	45.00004466	45.00001050	45.00395596	45.00235471	45.00096762	45.00029819	45.00007322	45.00001719
45.00001937	45.00001222	45.00000535	45.00000176	45.00000046	45.00000012	45.00007671	45.00004834	45.00002115	45.00000696	45.00000183	45.00000046	45.00029370	45.00018474	45.00008070	45.00002651	45.00000696	45.00000176	45.00090148	45.00056505	45.00024616	45.00008070	45.00002115	45.00000535	45.00209519	45.00130325	45.00056505	45.00018474	45.00004834	45.00001222	45.00342423	45.00209519	45.00090148	45.00029370	45.00007671	45.00001937
45.00002138	45.00001389	45.00000636	45.00000221	45.00000061	45.00000017	45.00007919	45.00005136	45.00002348	45.00000814	45.00000226	45.00000061	45.00028644	45.00018538	45.00008460	45.00002927	45.00000814	45.00000221	45.00083605	45.00053879	45.00024508	45.00008460	45.00002348	45.00000636	45.00186588	45.00119138	45.00053879	45.00018538	45.00005136	45.00001389	45.00298044	45.00186588	45.00083605	45.00028644	45.00007919	45.00002138
45.00002320	45.00001546	45.00000737	45.00000268	45.00000079	45.00000023	45.00008071	45.00005370	45.00002555	45.00000928	45.00000273	45.00000079	45.00027708	45.00018388	45.00008729	45.00003166	45.00000928	45.00000268	45.00077268	45.00051019	45.00024126	45.00008729	45.00002555	45.00000737	45.00166391	45.00108653	45.00051019	45.00018388	45.00005370	45.00001546	45.00260841	45.00166391	45.00077268	45.00027708	45.00008071	45.00002320
45.00002478	45.00001689	45.00000835	45.00000317	45.00000098	45.00000030	45.00008137	45.00005538	45.00002732	45.00001037	45.00000320	45.00000098	45.00026619	45.00018062	45.00008886	45.00003367	45.00001037	45.00000317	45.00071228	45.00048041	45.00023524	45.00008886	45.00002732	45.00000835	45.00148642	45.00098940	45.00048041	45.00018062	45.00005538	45.00001689	45.00229528	45.00148642	45.00071228	45.00026619	45.00008137	45.00002478
45.00002612	45.00001818	45.00000928	45.00000368	45.00000119	45.00000039	45.00008127	45.00005644	45.00002877	45.00001137	45.00000367	45.00000119	45.00025428	45.00017597	45.00008942	45.00003526	45.00001137	45.00000368	45.00065541	45.00045036	45.00022757	45.00008942	45.00002877	45.00000928	45.00133069	45.00090025	45.00045036	45.00017597	45.00005644	45.00001818	45.00203073	45.00133069	45.00065541	45.00025428	45.00008127	45.00002612
45.00002722	45.00001929	45.00001016	45.00000417	45.00000141	45.00000048	45.00008053	45.00005694	45.00002991	45.00001227	45.00000414	45.00000141	45.00024177	45.00017026	45.00008909	45.00003645	45.00001227	45.00000417	45.00060236	45.00042070	45.00021869	45.00008909	45.00002991	45.00001016	45.00119417	45.00081899	45.00042070	45.00017026	45.00005694	45.00001929	45.00180646	45.00119417	45.00060236	45.00024177	45.00008053	45.00002722
45.00002807	45.00002023	45.00001095	45.00000466	45.00000164	45.00000059	45.00007924	45.00005695	45.00003074	45.00001305	45.00000458	45.00000164	45.00022898	45.00016379	45.00008802	45.00003726	45.00001305	45.00000466	45.00055326	45.00039193	45.00020899	45.00008802	45.00003074	45.00001095	45.00107458	45.00074533	45.00039193	45.00016379	45.00005695	45.00002023	45.00161574	45.00107458	45.00055326	45.00022898	45.00007924	45.00002807
45.00002868	45.00002098	45.00001165	45.00000512	45.00000187	45.00000070	45.00007751	45.00005653	45.00003128	45.00001371	45.00000500	45.00000187	45.00021618	45.00015679	45.00008632	45.00003770	45.00001371	45.00000512	45.00050809	45.00036439	45.00019882	45.00008632	45.00003128	45.00001165	45.00096984	45.00067885	45.00036439	45.00015679	45.00005653	45.00002098	45.00145306	45.00096984	45.00050809	45.00021618	45.00007751	45.00002868
45.00002908	45.00002156	45.00001225	45.00000555	45.00000210	45.00000082	45.00007543	45.00005574	45.00003156	45.00001425	45.00000538	45.00000210	45.00020358	45.00014948	45.00008414	45.00003783	45.00001425	45.00000555	45.00046676	45.00033832	45.00018842	45.00008414	45.00003156	45.00001225	45.00087812	45.00061906	45.00033832	45.00014948	45.00005574	45.00002156	45.00131394	45.00087812	45.00046676	45.00020358	45.00007543	45.00002908
45.00002927	45.00002197	45.00001276	45.00000594	45.00000233	45.00000095	45.00007308	45.00005464	45.00003160	45.00001466	45.00000573	45.00000233	45.00019134	45.00014203	45.00008156	45.00003766	45.00001466	45.00000594	45.00042908	45.00031385	45.00017803	45.00008156	45.00003160	45.00001276	45.00079780	45.00056544	45.00031385	45.00014203	45.00005464	45.00002197	45.00119465	45.00079780	45.00042908	45.00019134	45.00007308	45.00002927
45.00002927	45.00002222	45.00001316	45.00000629	45.00000254	45.00000108	45.00007053	45.00005331	45.00003142	45.00001496	45.00000603	45.00000254	45.00017957	45.00013459	45.00007870	45.00003726	45.00001496	45.00000629	45.00039486	45.00029103	45.00016780	45.00007870	45.00003142	45.00001316	45.00072744	45.00051746	45.00029103	45.00013459	45.00005331	45.00002222	45.00109213	45.00072744	45.00039486	45.00017957	45.00007053	45.00002927
45.00002911	45.00002233	45.00001347	45.00000660	45.00000275	45.00000120	45.00006786	45.00005178	45.00003107	45.00001515	45.00000629	45.00000275	45.00016835	45.00012726	45.00007565	45.00003664	45.00001515	45.00000660	45.00036387	45.00026989	45.00015787	45.00007565	45.00003107	45.00001347	45.00066578	45.00047460	45.00026989	45.00012726	45.00005178	45.00002233	45.00100382	45.00066578	45.00036387	45.00016835	45.00006786	45.00002911
45.00002880	45.00002230	45.00001368	45.00000686	45.00000294	45.00000133	45.00006510	45.00005012	45.00003056	45.00001523	45.00000651	45.00000294	45.00015773	45.00012014	45.00007249	45.00003586	45.00001523	45.00000686	45.00033587	45.00025040	45.00014833	45.00007249	45.00003056	45.00001368	45.00061174	45.00043638	45.00025040	45.00012014	45.00005012	45.00002230	45.00092760	45.00061174	45.00033587	45.00015773	45.00006510	45.00002880
45.00002837	45.00002216	45.00001381	45.00000707	45.00000311	45.00000146	45.00006232	45.00004835	45.00002992	45.00001523	45.00000668	45.00000311	45.00014776	45.00011327	45.00006926	45.00003493	45.00001523	45.00000707	45.00031063	45.00023250	45.00013924	45.00006926	45.00002992	45.00001381	45.00056434	45.00040233	45.00023250	45.00011327	45.00004835	45.00002216	45.00086167	45.00056434	45.00031063	45.00014776	45.00006232	45.00002837
45.00002784	45.00002191	45.00001385	45.00000723	45.00000327	45.00000158	45.00005955	45.00004653	45.00002918	45.00001514	45.00000681	45.00000327	45.00013843	45.00010671	45.00006604	45.00003391	45.00001514	45.00000723	45.00028792	45.00021613	45.00013064	45.00006604	45.00002918	45.00001385	45.00052276	45.00037203	45.00021613	45.00010671	45.00004653	45.00002191	45.00080455	45.00052276	45.00028792	45.00013843	45.00005955	45.00002784
45.00002722	45.00002158	45.00001383	45.00000736	45.00000341	45.00000169	45.00005682	45.00004467	45.00002837	45.00001498	45.00000690	45.00000341	45.00012974	45.00010049	45.00006285	45.00003281	45.00001498	45.00000736	45.00026750	45.00020119	45.00012257	45.00006285	45.00002837	45.00001383	45.00048626	45.00034508	45.00020119	45.00010049	45.00004467	45.00002158	45.00075496	45.00048626	45.00026750	45.00012974	45.00005682	45.00002722
45.00002654	45.00002117	45.00001374	45.00000744	45.00000352	45.00000179	45.00005415	45.00004281	45.00002750	45.00001476	45.00000695	45.00000352	45.00012168	45.00009463	45.00005974	45.00003166	45.00001476	45.00000744	45.00024919	45.00018760	45.00011503	45.00005974	45.00002750	45.00001374	45.00045419	45.00032113	45.00018760	45.00009463	45.00004281	45.00002117	45.00071185	45.00045419	45.00024919	45.00012168	45.00005415	45.00002654
45.00002580	45.00002070	45.00001359	45.00000748	45.00000362	45.00000189	45.00005156	45.00004097	45.00002659	45.00001449	45.00000696	45.00000362	45.00011424	45.00008913	45.00005673	45.00003048	45.00001449	45.00000748	45.00023276	45.00017527	45.00010801	45.00005673	45.00002659	45.00001359	45.00042602	45.00029985	45.00017527	45.00008913	45.00004097	45.00002070	45.00067429	45.00042602	45.00023276	45.00011424	45.00005156	45.00002580
45.00002502	45.00002019	45.00001339	45.00000748	45.00000370	45.00000198	45.00004908	45.00003917	45.00002565	45.00001418	45.00000695	45.00000370	45.00010739	45.00008399	45.00005385	45.00002929	45.00001418	45.00000748	45.00021805	45.00016410	45.00010151	45.00005385	45.00002565	45.00001339	45.00040124	45.00028096	45.00016410	45.00008399	45.00003917	45.00002019	45.00064152	45.00040124	45.00021805	45.00010739	45.00004908	45.00002502
45.00002422	45.00001964	45.00001316	45.00000746	45.00000376	45.00000206	45.00004670	45.00003741	45.00002471	45.00001384	45.00000691	45.00000376	45.00010109	45.00007921	45.00005109	45.00002810	45.00001384	45.00000746	45.00020489	45.00015400	45.00009550	45.00005109	45.00002471	45.00001316	45.00037944	45.00026418	45.00015400	45.00007921	45.00003741	45.00001964	45.00061289	45.00037944	45.00020489	45.00010109	45.00004670	45.00002422
45.00002341	45.00001907	45.00001288	45.00000740	45.00000380	45.00000212	45.00004444	45.00003572	45.00002377	45.00001348	45.00000684	45.00000380	45.00009532	45.00007479	45.00004848	45.00002693	45.00001348	45.00000740	45.00019312	45.00014488	45.00008998	45.00004848	45.00002377	45.00001288	45.00036024	45.00024929	45.00014488	45.00007479	45.00003572	45.00001907	45.00058783	45.00036024	45.00019312	45.00009532	45.00004444	45.00002341
45.00002259	45.00001847	45.00001259	45.00000732	45.00000382	45.00000218	45.00004230	45.00003410	45.00002284	45.00001309	45.00000676	45.00000382	45.00009004	45.00007069	45.00004601	45.00002579	45.00001309	45.00000732	45.00018259	45.00013665	45.00008491	45.00004601	45.00002284	45.00001259	45.00034334	45.00023607	45.00013665	45.00007069	45.00003410	45.00001847	45.00056586	45.00034334	45.00018259	45.00009004	45.00004230	45.00002259
45.00002178	45.00001787	45.00001227	45.00000722	45.00000383	45.00000223	45.00004028	45.00003255	45.00002193	45.00001270	45.00000666	45.00000383	45.00008522	45.00006693	45.00004370	45.00002468	45.00001270	45.00000722	45.00017319	45.00012924	45.00008027	45.00004370	45.00002193	45.00001227	45.00032843	45.00022435	45.00012924	45.00006693	45.00003255	45.00001787	45.00054658	45.00032843	45.00017319	45.00008522	45.00004028	45.00002178
45.00002097	45.00001727	45.00001194	45.00000710	45.00000383	45.00000227	45.00003838	45.00003107	45.00002104	45.00001230	45.00000654	45.00000383	45.00008083	45.00006346	45.00004153	45.00002362	45.00001230	45.00000710	45.00016480	45.00012258	45.00007603	45.00004153	45.00002104	45.00001194	45.00031529	45.00021394	45.00012258	45.00006346	45.00003107	45.00001727	45.00052962	45.00031529	45.00016480	45.00008083	45.00003838	45.00002097
45.00002019	45.00001667	45.00001160	45.00000697	45.00000381	45.00000229	45.00003661	45.00002968	45.00002019	45.00001190	45.00000641	45.00000381	45.00007684	45.00006029	45.00003952	45.00002260	45.00001190	45.00000697	45.00015731	45.00011659	45.00007216	45.00003952	45.00002019	45.00001160	45.00030369	45.00020470	45.00011659	45.00006029	45.00002968	45.00001667	45.00051468	45.00030369	45.00015731	45.00007684	45.00003661	45.00002019
45.00001943	45.00001608	45.00001125	45.00000682	45.00000378	45.00000231	45.00003495	45.00002837	45.00001937	45.00001150	45.00000627	45.00000378	45.00007321	45.00005738	45.00003764	45.00002162	45.00001150	45.00000682	45.00015062	45.00011120	45.00006864	45.00003764	45.00001937	45.00001125	45.00029344	45.00019651	45.00011120	45.00005738	45.00002837	45.00001608	45.00050150	45.00029344	45.00015062	45.00007321	45.00003495	45.00001943
45.00001869	45.00001551	45.00001090	45.00000667	45.00000375	45.00000232	45.00003341	45.00002714	45.00001858	45.00001111	45.00000612	45.00000375	45.00006992	45.00005472	45.00003590	45.00002070	45.00001111	45.00000667	45.00014465	45.00010638	45.00006545	45.00003590	45.00001858	45.00001090	45.00028438	45.00018923	45.00010638	45.00005472	45.00002714	45.00001551	45.00048986	45.00028438	45.00014465	45.00006992	45.00003341	45.00001869
45.00001798	45.00001495	45.00001056	45.00000651	45.00000370	45.00000232	45.00003198	45.00002599	45.00001784	45.00001072	45.00000597	45.00000370	45.00006694	45.00005230	45.00003430	45.00001984	45.00001072	45.00000651	45.00013933	45.00010205	45.00006254	45.00003430	45.00001784	45.00001056	45.00027638	45.00018277	45.00010205	45.00005230	45.00002599	45.00001495	45.00047955	45.00027638	45.00013933	45.00006694	45.00003198	45.00001798
45.00001731	45.00001441	45.00001021	45.00000634	45.00000365	45.00000232	45.00003065	45.00002491	45.00001713	45.00001035	45.00000582	45.00000365	45.00006424	45.00005009	45.00003282	45.00001902	45.00001035	45.00000634	45.00013459	45.00009816	45.00005991	45.00003282	45.00001713	45.00001021	45.00026929	45.00017704	45.00009816	45.00005009	45.00002491	45.00001441	45.00047041	45.00026929	45.00013459	45.00006424	45.00003065	45.00001731
45.00001666	45.00001389	45.00000988	45.00000617	45.00000359	45.00000231	45.00002943	45.00002391	45.00001647	45.00000999	45.00000566	45.00000359	45.00006180	45.00004809	45.00003145	45.00001825	45.00000999	45.00000617	45.00013036	45.00009469	45.00005754	45.00003145	45.00001647	45.00000988	45.00026301	45.00017195	45.00009469	45.00004809	45.00002391	45.00001389	45.00046229	45.00026301	45.00013036	45.00006180	45.00002943	45.00001666
45.00001605	45.00001339	45.00000955	45.00000601	45.00000352	45.00000229	45.00002829	45.00002298	45.00001584	45.00000965	45.00000551	45.00000352	45.00005959	45.00004626	45.00003020	45.00001754	45.00000965	45.00000601	45.00012659	45.00009157	45.00005538	45.00003020	45.00001584	45.00000955	45.00025745	45.00016743	45.00009157	45.00004626	45.00002298	45.00001339	45.00045506	45.00025745	45.00012659	45.00005959	45.00002829	45.00001605
45.00001547	45.00001292	45.00000924	45.00000584	45.00000345	45.00000227	45.00002725	45.00002212	45.00001525	45.00000931	45.00000536	45.00000345	45.00005760	45.00004461	45.00002906	45.00001687	45.00000931	45.00000584	45.00012323	45.00008879	45.00005344	45.00002906	45.00001525	45.00000924	45.00025252	45.00016342	45.00008879	45.00004461	45.00002212	45.00001292	45.00044861	45.00025252	45.00012323	45.00005760	45.00002725	45.00001547
45.00001492	45.00001247	45.00000894	45.00000567	45.00000338	45.00000225	45.00002629	45.00002133	45.00001470	45.00000900	45.00000521	45.00000338	45.00005581	45.00004311	45.00002801	45.00001625	45.00000900	45.00000567	45.00012023	45.00008630	45.00005169	45.00002801	45.00001470	45.00000894	45.00024813	45.00015986	45.00008630	45.00004311	45.00002133	45.00001247	45.00044285	45.00024813	45.00012023	45.00005581	45.00002629	45.00001492
45.00001441	45.00001205	45.00000865	45.00000551	45.00000331	45.00000222	45.00002541	45.00002059	45.00001419	45.00000870	45.00000506	45.00000331	45.00005419	45.00004176	45.00002705	45.00001568	45.00000870	45.00000551	45.00011756	45.00008407	45.00005011	45.00002705	45.00001419	45.00000865	45.00024424	45.00015669	45.00008407	45.00004176	45.00002059	45.00001205	45.00043768	45.00024424	45.00011756	45.00005419	45.00002541	45.00001441
45.00001393	45.00001165	45.00000837	45.00000535	45.00000324	45.00000218	45.00002461	45.00001992	45.00001371	45.00000842	45.00000492	45.00000324	45.00005273	45.00004053	45.00002617	45.00001515	45.00000842	45.00000535	45.00011518	45.00008208	45.00004869	45.00002617	45.00001371	45.00000837	45.00024078	45.00015387	45.00008208	45.00004053	45.00001992	45.00001165	45.00043304	45.00024078	45.00011518	45.00005273	45.00002461	45.00001393
45.00001348	45.00001127	45.00000811	45.00000520	45.00000316	45.00000215	45.00002387	45.00001930	45.00001327	45.00000815	45.00000478	45.00000316	45.00005142	45.00003942	45.00002538	45.00001466	45.00000815	45.00000520	45.00011306	45.00008030	45.00004741	45.00002538	45.00001327	45.00000811	45.00023770	45.00015137	45.00008030	45.00003942	45.00001930	45.00001127	45.00042886	45.00023770	45.00011306	45.00005142	45.00002387	45.00001348
