p0	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35
45.00000210	45.00000538	45.00001425	45.00003156	45.00005573	45.00007543	45.00000427	45.00001097	45.00002913	45.00006483	45.00011531	45.00015723	45.00000881	45.00002269	45.00006056	45.00013585	45.00024459	45.00033863	45.00001486	45.00003843	45.00010317	45.00023405	45.00043026	45.00061505	45.00001977	45.00005126	45.00013825	45.00031690	45.00059756	45.00090306	45.00002156	45.00005573	45.00014948	45.00033832	45.00061906	45.00087812
45.00000233	45.00000573	45.00001466	45.00003160	45.00005464	45.00007308	45.00000456	45.00001126	45.00002894	45.00006272	45.00010936	45.00014753	45.00000914	45.00002266	45.00005856	45.00012807	45.00022647	45.00031085	45.00001515	45.00003771	45.00009814	45.00021740	45.00039368	45.00056017	45.00002005	45.00005004	45.00013088	45.00029331	45.00054639	45.00082645	45.00002197	45.00005464	45.00014203	45.00031385	45.00056544	45.00079780
45.00000254	45.00000603	45.00001496	45.00003142	45.00005331	45.00007053	45.00000482	45.00001147	45.00002859	45.00006045	45.00010351	45.00013831	45.00000942	45.00002249	45.00005641	45.00012052	45.00020976	45.00028586	45.00001535	45.00003685	45.00009315	45.00020196	45.00036108	45.00051227	45.00002021	45.00004865	45.00012369	45.00027169	45.00050121	45.00076011	45.00002222	45.00005331	45.00013459	45.00029103	45.00051746	45.00072744
45.00000275	45.00000629	45.00001515	45.00003107	45.00005178	45.00006786	45.00000505	45.00001161	45.00002809	45.00005806	45.00009781	45.00012961	45.00000962	45.00002221	45.00005416	45.00011329	45.00019443	45.00026341	45.00001545	45.00003586	45.00008826	45.00018770	45.00033204	45.00047040	45.00002025	45.00004715	45.00011675	45.00025191	45.00046129	45.00070249	45.00002233	45.00005178	45.00012726	45.00026989	45.00047460	45.00066578
45.00000294	45.00000651	45.00001523	45.00003056	45.00005012	45.00006510	45.00000525	45.00001167	45.00002748	45.00005561	45.00009232	45.00012144	45.00000977	45.00002183	45.00005186	45.00010640	45.00018040	45.00024327	45.00001547	45.00003479	45.00008351	45.00017458	45.00030619	45.00043375	45.00002019	45.00004555	45.00011010	45.00023387	45.00042599	45.00065235	45.00002230	45.00005012	45.00012014	45.00025040	45.00043638	45.00061174
45.00000311	45.00000668	45.00001523	45.00002992	45.00004835	45.00006232	45.00000541	45.00001166	45.00002678	45.00005315	45.00008708	45.00011382	45.00000985	45.00002137	45.00004956	45.00009990	45.00016760	45.00022523	45.00001542	45.00003366	45.00007895	45.00016255	45.00028317	45.00040163	45.00002003	45.00004390	45.00010377	45.00021744	45.00039476	45.00060861	45.00002216	45.00004835	45.00011327	45.00023250	45.00040233	45.00056434
45.00000327	45.00000681	45.00001514	45.00002918	45.00004653	45.00005955	45.00000554	45.00001160	45.00002601	45.00005071	45.00008210	45.00010672	45.00000989	45.00002085	45.00004727	45.00009380	45.00015596	45.00020908	45.00001529	45.00003248	45.00007459	45.00015155	45.00026269	45.00037344	45.00001979	45.00004221	45.00009777	45.00020251	45.00036712	45.00057039	45.00002191	45.00004653	45.00010671	45.00021613	45.00037203	45.00052276
45.00000341	45.00000690	45.00001498	45.00002837	45.00004467	45.00005682	45.00000564	45.00001149	45.00002519	45.00004831	45.00007740	45.00010015	45.00000988	45.00002029	45.00004503	45.00008810	45.00014540	45.00019462	45.00001511	45.00003128	45.00007046	45.00014151	45.00024446	45.00034867	45.00001948	45.00004052	45.00009212	45.00018897	45.00034265	45.00053693	45.00002158	45.00004467	45.00010049	45.00020119	45.00034508	45.00048626
45.00000352	45.00000695	45.00001476	45.00002750	45.00004281	45.00005415	45.00000571	45.00001134	45.00002433	45.00004598	45.00007299	45.00009408	45.00000982	45.00001968	45.00004285	45.00008279	45.00013582	45.00018169	45.00001487	45.00003008	45.00006655	45.00013236	45.00022824	45.00032688	45.00001910	45.00003884	45.00008683	45.00017670	45.00032096	45.00050759	45.00002117	45.00004281	45.00009463	45.00018760	45.00032113	45.00045419
45.00000362	45.00000696	45.00001449	45.00002659	45.00004097	45.00005156	45.00000575	45.00001115	45.00002346	45.00004374	45.00006886	45.00008849	45.00000973	45.00001906	45.00004075	45.00007787	45.00012715	45.00017013	45.00001459	45.00002888	45.00006288	45.00012403	45.00021380	45.00030769	45.00001868	45.00003718	45.00008188	45.00016559	45.00030175	45.00048182	45.00002070	45.00004097	45.00008913	45.00017527	45.00029985	45.00042602
45.00000370	45.00000695	45.00001418	45.00002565	45.00003917	45.00004908	45.00000576	45.00001093	45.00002259	45.00004159	45.00006502	45.00008334	45.00000961	45.00001842	45.00003875	45.00007333	45.00011931	45.00015979	45.00001428	45.00002770	45.00005944	45.00011648	45.00020095	45.00029078	45.00001823	45.00003557	45.00007727	45.00015556	45.00028471	45.00045915	45.00002019	45.00003917	45.00008399	45.00016410	45.00028096	45.00040124
45.00000376	45.00000691	45.00001384	45.00002471	45.00003741	45.00004670	45.00000576	45.00001069	45.00002172	45.00003954	45.00006145	45.00007862	45.00000946	45.00001778	45.00003684	45.00006914	45.00011223	45.00015055	45.00001394	45.00002655	45.00005623	45.00010962	45.00018950	45.00027585	45.00001774	45.00003400	45.00007300	45.00014650	45.00026959	45.00043919	45.00001964	45.00003741	45.00007921	45.00015400	45.00026418	45.00037944
45.00000380	45.00000684	45.00001348	45.00002377	45.00003572	45.00004444	45.00000573	45.00001043	45.00002086	45.00003760	45.00005814	45.00007430	45.00000928	45.00001714	45.00003503	45.00006528	45.00010584	45.00014229	45.00001358	45.00002543	45.00005325	45.00010342	45.00017931	45.00026267	45.00001723	45.00003249	45.00006904	45.00013833	45.00025618	45.00042158	45.00001907	45.00003572	45.00007479	45.00014488	45.00024929	45.00036024
45.00000382	45.00000676	45.00001309	45.00002284	45.00003410	45.00004230	45.00000568	45.00001016	45.00002002	45.00003577	45.00005508	45.00007034	45.00000909	45.00001651	45.00003332	45.00006175	45.00010009	45.00013491	45.00001321	45.00002436	45.00005048	45.00009780	45.00017024	45.00025102	45.00001671	45.00003105	45.00006539	45.00013097	45.00024428	45.00040603	45.00001847	45.00003410	45.00007069	45.00013665	45.00023607	45.00034334
45.00000383	45.00000666	45.00001270	45.00002193	45.00003255	45.00004028	45.00000562	45.00000988	45.00001921	45.00003405	45.00005226	45.00006673	45.00000888	45.00001589	45.00003172	45.00005851	45.00009490	45.00012831	45.00001283	45.00002332	45.00004792	45.00009272	45.00016216	45.00024071	45.00001618	45.00002967	45.00006203	45.00012435	45.00023371	45.00039228	45.00001787	45.00003255	45.00006693	45.00012924	45.00022435	45.00032843
45.00000383	45.00000654	45.00001230	45.00002104	45.00003107	45.00003838	45.00000554	45.00000959	45.00001842	45.00003244	45.00004967	45.00006344	45.00000867	45.00001528	45.00003022	45.00005555	45.00009023	45.00012242	45.00001244	45.00002234	45.00004556	45.00008813	45.00015496	45.00023158	45.00001564	45.00002836	45.00005894	45.00011838	45.00022433	45.00038011	45.00001727	45.00003107	45.00006346	45.00012258	45.00021394	45.00031529
45.00000381	45.00000641	45.00001190	45.00002019	45.00002968	45.00003661	45.00000545	45.00000930	45.00001767	45.00003093	45.00004729	45.00006044	45.00000844	45.00001470	45.00002882	45.00005285	45.00008602	45.00011714	45.00001205	45.00002140	45.00004338	45.00008399	45.00014854	45.00022349	45.00001512	45.00002713	45.00005611	45.00011302	45.00021599	45.00036931	45.00001667	45.00002968	45.00006029	45.00011659	45.00020470	45.00030369
45.00000378	45.00000627	45.00001150	45.00001937	45.00002837	45.00003495	45.00000535	45.00000901	45.00001695	45.00002953	45.00004510	45.00005770	45.00000821	45.00001414	45.00002752	45.00005039	45.00008224	45.00011243	45.00001166	45.00002051	45.00004138	45.00008026	45.00014282	45.00021631	45.00001460	45.00002596	45.00005352	45.00010820	45.00020857	45.00035972	45.00001608	45.00002837	45.00005738	45.00011120	45.00019651	45.00029344
45.00000375	45.00000612	45.00001111	45.00001858	45.00002714	45.00003341	45.00000525	45.00000873	45.00001627	45.00002823	45.00004310	45.00005522	45.00000798	45.00001360	45.00002631	45.00004815	45.00007884	45.00010822	45.00001128	45.00001967	45.00003954	45.00007689	45.00013773	45.00020994	45.00001409	45.00002487	45.00005115	45.00010387	45.00020198	45.00035120	45.00001551	45.00002714	45.00005472	45.00010638	45.00018923	45.00028438
45.00000370	45.00000597	45.00001072	45.00001784	45.00002599	45.00003198	45.00000513	45.00000845	45.00001562	45.00002702	45.00004127	45.00005296	45.00000775	45.00001309	45.00002519	45.00004611	45.00007578	45.00010445	45.00001090	45.00001888	45.00003786	45.00007386	45.00013318	45.00020428	45.00001359	45.00002384	45.00004898	45.00009999	45.00019611	45.00034361	45.00001495	45.00002599	45.00005230	45.00010205	45.00018277	45.00027638
45.00000365	45.00000582	45.00001035	45.00001713	45.00002491	45.00003065	45.00000502	45.00000818	45.00001501	45.00002590	45.00003960	45.00005091	45.00000752	45.00001260	45.00002416	45.00004425	45.00007303	45.00010108	45.00001054	45.00001814	45.00003632	45.00007113	45.00012913	45.00019925	45.00001312	45.00002289	45.00004701	45.00009650	45.00019089	45.00033685	45.00001441	45.00002491	45.00005009	45.00009816	45.00017704	45.00026929
45.00000359	45.00000566	45.00000999	45.00001647	45.00002391	45.00002943	45.00000490	45.00000791	45.00001444	45.00002487	45.00003808	45.00004905	45.00000729	45.00001214	45.00002320	45.00004257	45.00007056	45.00009807	45.00001019	45.00001744	45.00003491	45.00006867	45.00012552	45.00019477	45.00001266	45.00002199	45.00004522	45.00009337	45.00018624	45.00033080	45.00001389	45.00002391	45.00004809	45.00009469	45.00017195	45.00026301
45.00000352	45.00000551	45.00000965	45.00001584	45.00002298	45.00002829	45.00000478	45.00000766	45.00001390	45.00002393	45.00003669	45.00004737	45.00000707	45.00001171	45.00002232	45.00004105	45.00006835	45.00009538	45.00000985	45.00001680	45.00003362	45.00006646	45.00012230	45.00019079	45.00001222	45.00002117	45.00004358	45.00009057	45.00018210	45.00032540	45.00001339	45.00002298	45.00004626	45.00009157	45.00016743	45.00025745
45.00000345	45.00000536	45.00000931	45.00001525	45.00002212	45.00002725	45.00000466	45.00000741	45.00001340	45.00002305	45.00003542	45.00004584	45.00000686	45.00001130	45.00002151	45.00003966	45.00006636	45.00009297	45.00000952	45.00001619	45.00003245	45.00006448	45.00011942	45.00018723	45.00001180	45.00002040	45.00004210	45.00008806	45.00017841	45.00032055	45.00001292	45.00002212	45.00004461	45.00008879	45.00016342	45.00025252
45.00000338	45.00000521	45.00000900	45.00001470	45.00002133	45.00002629	45.00000454	45.00000718	45.00001293	45.00002225	45.00003427	45.00004446	45.00000665	45.00001091	45.00002076	45.00003841	45.00006457	45.00009081	45.00000921	45.00001563	45.00003139	45.00006269	45.00011686	45.00018406	45.00001140	45.00001969	45.00004076	45.00008580	45.00017512	45.00031620	45.00001247	45.00002133	45.00004311	45.00008630	45.00015986	45.00024813
45.00000331	45.00000506	45.00000870	45.00001419	45.00002059	45.00002541	45.00000442	45.00000695	45.00001249	45.00002151	45.00003323	45.00004321	45.00000645	45.00001055	45.00002008	45.00003728	45.00006297	45.00008888	45.00000891	45.00001511	45.00003042	45.00006109	45.00011457	45.00018123	45.00001102	45.00001903	45.00003954	45.00008379	45.00017218	45.00031229	45.00001205	45.00002059	45.00004176	45.00008407	45.00015669	45.00024424
45.00000324	45.00000492	45.00000842	45.00001371	45.00001992	45.00002461	45.00000430	45.00000674	45.00001209	45.00002084	45.00003228	45.00004208	45.00000626	45.00001021	45.00001946	45.00003626	45.00006153	45.00008716	45.00000863	45.00001463	45.00002954	45.00005965	45.00011252	45.00017871	45.00001066	45.00001842	45.00003844	45.00008198	45.00016956	45.00030876	45.00001165	45.00001992	45.00004053	45.00008208	45.00015387	45.00024078
45.00000316	45.00000478	45.00000815	45.00001327	45.00001930	45.00002387	45.00000419	45.00000654	45.00001171	45.00002022	45.00003142	45.00004106	45.00000607	45.00000990	45.00001888	45.00003533	45.00006024	45.00008561	45.00000837	45.00001419	45.00002873	45.00005836	45.00011070	45.00017644	45.00001033	45.00001787	45.00003744	45.00008037	45.00016721	45.00030558	45.00001127	45.00001930	45.00003942	45.00008030	45.00015137	45.00023770
