p0	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35
45.00060435	45.00066590	45.00043582	45.00018445	45.00005672	45.00001592	45.00111265	45.00123693	45.00080335	45.00033837	45.00010376	45.00002906	45.00157481	45.00178926	45.00113948	45.00047602	45.00014545	45.00004066	45.00108108	45.00120230	45.00078060	45.00032871	45.00010079	45.00002822	45.00046916	45.00051733	45.00033837	45.00014313	45.00004400	45.00001234	45.00017553	45.00019280	45.00012651	45.00005366	45.00001652	45.00000464
45.00058750	45.00062403	45.00041916	45.00018695	45.00006133	45.00001861	45.00101483	45.00108969	45.00072515	45.00032152	45.00010512	45.00003183	45.00138462	45.00152675	45.00099205	45.00043541	45.00014174	45.00004282	45.00098067	45.00105360	45.00070080	45.00031062	45.00010154	45.00003074	45.00045057	45.00047904	45.00032152	45.00014331	45.00004699	45.00001425	45.00018158	45.00019216	45.00012947	45.00005789	45.00001902	45.00000578
45.00056505	45.00058261	45.00039959	45.00018661	45.00006490	45.00002115	45.00092296	45.00096415	45.00065393	45.00030319	45.00010503	45.00003415	45.00122067	45.00131635	45.00086775	45.00039735	45.00013692	45.00004440	45.00088684	45.00092713	45.00062842	45.00029122	45.00010086	45.00003278	45.00042865	45.00044248	45.00030319	45.00014148	45.00004918	45.00001602	45.00018474	45.00018966	45.00013055	45.00006115	45.00002131	45.00000696
45.00053879	45.00054236	45.00037831	45.00018397	45.00006748	45.00002348	45.00083799	45.00085671	45.00058974	45.00028428	45.00010377	45.00003601	45.00107936	45.00114572	45.00076268	45.00036216	45.00013136	45.00004544	45.00080052	45.00081926	45.00056346	45.00027144	45.00009904	45.00003436	45.00040477	45.00040802	45.00028428	45.00013811	45.00005063	45.00001761	45.00018538	45.00018566	45.00013005	45.00006347	45.00002334	45.00000814
45.00051019	45.00050377	45.00035623	45.00017951	45.00006911	45.00002555	45.00076024	45.00076444	45.00053227	45.00026542	45.00010159	45.00003743	45.00095750	45.00100588	45.00067362	45.00032993	45.00012532	45.00004600	45.00072200	45.00072698	45.00050561	45.00025190	45.00009637	45.00003549	45.00038001	45.00037584	45.00026542	45.00013360	45.00005139	45.00001899	45.00018388	45.00018049	45.00012825	45.00006491	45.00002506	45.00000928
45.00048041	45.00046714	45.00033404	45.00017370	45.00006989	45.00002732	45.00068964	45.00068488	45.00048105	45.00024704	45.00009872	45.00003843	45.00085230	45.00089020	45.00059789	45.00030061	45.00011904	45.00004614	45.00065116	45.00064781	45.00045434	45.00023305	45.00009306	45.00003621	45.00035517	45.00034602	45.00024704	45.00012829	45.00005157	45.00002015	45.00018062	45.00017444	45.00012543	45.00006556	45.00002647	45.00001037
45.00045036	45.00043265	45.00031221	45.00016693	45.00006993	45.00002877	45.00062590	45.00061605	45.00043553	45.00022944	45.00009534	45.00003904	45.00076139	45.00079370	45.00053328	45.00027407	45.00011269	45.00004591	45.00058764	45.00057967	45.00040905	45.00021517	45.00008933	45.00003656	45.00033083	45.00031853	45.00022944	45.00012247	45.00005125	45.00002107	45.00017597	45.00016774	45.00012182	45.00006553	45.00002756	45.00001137
45.00042070	45.00040039	45.00029111	45.00015951	45.00006934	45.00002991	45.00056859	45.00055629	45.00039513	45.00021280	45.00009163	45.00003931	45.00068270	45.00071261	45.00047797	45.00025015	45.00010638	45.00004536	45.00053094	45.00052088	45.00036913	45.00019841	45.00008533	45.00003658	45.00030739	45.00029329	45.00021280	45.00011637	45.00005053	45.00002178	45.00017026	45.00016061	45.00011762	45.00006491	45.00002836	45.00001227
45.00039193	45.00037037	45.00027097	45.00015172	45.00006823	45.00003074	45.00051722	45.00050424	45.00035931	45.00019721	45.00008770	45.00003926	45.00061450	45.00064403	45.00043049	45.00022865	45.00010023	45.00004456	45.00048050	45.00047000	45.00033399	45.00018287	45.00008120	45.00003632	45.00028510	45.00027019	45.00019721	45.00011018	45.00004947	45.00002227	45.00016378	45.00015322	45.00011302	45.00006382	45.00002886	45.00001305
45.00036440	45.00034256	45.00025192	45.00014378	45.00006669	45.00003128	45.00047128	45.00045878	45.00032757	45.00018272	45.00008366	45.00003896	45.00055530	45.00058569	45.00038958	45.00020935	45.00009429	45.00004356	45.00043574	45.00042587	45.00030306	45.00016855	45.00007703	45.00003583	45.00026414	45.00024912	45.00018272	45.00010401	45.00004817	45.00002257	45.00015679	45.00014573	45.00010817	45.00006234	45.00002911	45.00001371
45.00033832	45.00031690	45.00023405	45.00013585	45.00006483	45.00003156	45.00043026	45.00041898	45.00029942	45.00016931	45.00007960	45.00003843	45.00050383	45.00053579	45.00035424	45.00019206	45.00008861	45.00004239	45.00039609	45.00038750	45.00027585	45.00015543	45.00007291	45.00003514	45.00024459	45.00022993	45.00016931	45.00009799	45.00004667	45.00002269	45.00014948	45.00013825	45.00010317	45.00006056	45.00002913	45.00001425
45.00031385	45.00029331	45.00021740	45.00012807	45.00006272	45.00003160	45.00039368	45.00038404	45.00027446	45.00015698	45.00007559	45.00003771	45.00045902	45.00049294	45.00032362	45.00017659	45.00008322	45.00004110	45.00036101	45.00035406	45.00025191	45.00014346	45.00006888	45.00003431	45.00022647	45.00021249	45.00015698	45.00009217	45.00004505	45.00002266	45.00014203	45.00013088	45.00009814	45.00005856	45.00002894	45.00001466
45.00029103	45.00027169	45.00020196	45.00012052	45.00006045	45.00003142	45.00036108	45.00035331	45.00025231	45.00014567	45.00007166	45.00003685	45.00041994	45.00045597	45.00029702	45.00016275	45.00007814	45.00003972	45.00032999	45.00032487	45.00023082	45.00013259	45.00006501	45.00003336	45.00020976	45.00019666	45.00014567	45.00008661	45.00004333	45.00002249	45.00013459	45.00012369	45.00009315	45.00005641	45.00002859	45.00001496
45.00026989	45.00025191	45.00018770	45.00011329	45.00005806	45.00003107	45.00033204	45.00032623	45.00023265	45.00013532	45.00006785	45.00003586	45.00038582	45.00042396	45.00027385	45.00015037	45.00007338	45.00003829	45.00030259	45.00029934	45.00021224	45.00012273	45.00006130	45.00003232	45.00019443	45.00018232	45.00013532	45.00008134	45.00004157	45.00002221	45.00012726	45.00011675	45.00008826	45.00005416	45.00002809	45.00001515
45.00025040	45.00023387	45.00017458	45.00010640	45.00005561	45.00003056	45.00030619	45.00030233	45.00021517	45.00012588	45.00006420	45.00003479	45.00035599	45.00039615	45.00025362	45.00013931	45.00006893	45.00003682	45.00027837	45.00027697	45.00019585	45.00011381	45.00005778	45.00003123	45.00018040	45.00016934	45.00012588	45.00007638	45.00003980	45.00002183	45.00012014	45.00011010	45.00008351	45.00005186	45.00002748	45.00001523
45.00023250	45.00021744	45.00016255	45.00009990	45.00005315	45.00002992	45.00028317	45.00028120	45.00019963	45.00011728	45.00006071	45.00003366	45.00032986	45.00037192	45.00023592	45.00012942	45.00006479	45.00003535	45.00025698	45.00025734	45.00018139	45.00010576	45.00005446	45.00003009	45.00016760	45.00015759	45.00011728	45.00007173	45.00003804	45.00002137	45.00011327	45.00010377	45.00007895	45.00004956	45.00002678	45.00001523
45.00021613	45.00020251	45.00015155	45.00009380	45.00005071	45.00002918	45.00026269	45.00026250	45.00018580	45.00010945	45.00005740	45.00003248	45.00030696	45.00035075	45.00022040	45.00012057	45.00006095	45.00003388	45.00023808	45.00024008	45.00016861	45.00009849	45.00005135	45.00002895	45.00015596	45.00014698	45.00010945	45.00006739	45.00003631	45.00002085	45.00010671	45.00009777	45.00007459	45.00004727	45.00002601	45.00001514
45.00020119	45.00018897	45.00014151	45.00008810	45.00004831	45.00002837	45.00024447	45.00024592	45.00017348	45.00010235	45.00005428	45.00003128	45.00028685	45.00033220	45.00020677	45.00011266	45.00005739	45.00003244	45.00022138	45.00022489	45.00015731	45.00009194	45.00004843	45.00002779	45.00014540	45.00013739	45.00010235	45.00006336	45.00003462	45.00002029	45.00010049	45.00009212	45.00007046	45.00004503	45.00002519	45.00001498
45.00018761	45.00017670	45.00013236	45.00008279	45.00004598	45.00002750	45.00022824	45.00023122	45.00016251	45.00009590	45.00005135	45.00003008	45.00026917	45.00031592	45.00019477	45.00010558	45.00005410	45.00003102	45.00020660	45.00021149	45.00014730	45.00008604	45.00004572	45.00002666	45.00013582	45.00012874	45.00009590	45.00005963	45.00003299	45.00001968	45.00009463	45.00008683	45.00006655	45.00004285	45.00002433	45.00001476
45.00017527	45.00016559	45.00012403	45.00007787	45.00004374	45.00002659	45.00021380	45.00021816	45.00015272	45.00009006	45.00004860	45.00002888	45.00025362	45.00030158	45.00018419	45.00009925	45.00005107	45.00002966	45.00019354	45.00019967	45.00013844	45.00008073	45.00004320	45.00002554	45.00012715	45.00012093	45.00009006	45.00005619	45.00003143	45.00001906	45.00008913	45.00008188	45.00006288	45.00004075	45.00002346	45.00001449
45.00016410	45.00015556	45.00011648	45.00007333	45.00004159	45.00002565	45.00020095	45.00020656	45.00014399	45.00008476	45.00004603	45.00002770	45.00023992	45.00028894	45.00017484	45.00009357	45.00004828	45.00002834	45.00018198	45.00018923	45.00013057	45.00007595	45.00004086	45.00002445	45.00011931	45.00011389	45.00008476	45.00005301	45.00002994	45.00001842	45.00008399	45.00007727	45.00005944	45.00003875	45.00002259	45.00001418
45.00015400	45.00014650	45.00010962	45.00006914	45.00003954	45.00002471	45.00018950	45.00019624	45.00013619	45.00007996	45.00004363	45.00002655	45.00022783	45.00027776	45.00016658	45.00008849	45.00004572	45.00002707	45.00017174	45.00017998	45.00012359	45.00007164	45.00003870	45.00002340	45.00011223	45.00010754	45.00007996	45.00005009	45.00002852	45.00001778	45.00007921	45.00007300	45.00005623	45.00003684	45.00002172	45.00001384
45.00014488	45.00013833	45.00010342	45.00006528	45.00003760	45.00002377	45.00017931	45.00018705	45.00012923	45.00007562	45.00004141	45.00002543	45.00021715	45.00026787	45.00015926	45.00008394	45.00004336	45.00002586	45.00016267	45.00017179	45.00011739	45.00006777	45.00003671	45.00002239	45.00010584	45.00010182	45.00007562	45.00004740	45.00002718	45.00001714	45.00007479	45.00006904	45.00005325	45.00003503	45.00002086	45.00001348
45.00013665	45.00013097	45.00009780	45.00006175	45.00003577	45.00002284	45.00017024	45.00017887	45.00012301	45.00007170	45.00003934	45.00002436	45.00020772	45.00025909	45.00015276	45.00007986	45.00004120	45.00002472	45.00015463	45.00016453	45.00011187	45.00006428	45.00003487	45.00002142	45.00010009	45.00009667	45.00007170	45.00004494	45.00002591	45.00001651	45.00007069	45.00006539	45.00005048	45.00003332	45.00002002	45.00001309
45.00012924	45.00012435	45.00009272	45.00005851	45.00003405	45.00002193	45.00016216	45.00017157	45.00011745	45.00006815	45.00003743	45.00002332	45.00019937	45.00025128	45.00014700	45.00007620	45.00003922	45.00002363	45.00014749	45.00015809	45.00010696	45.00006115	45.00003317	45.00002050	45.00009490	45.00009203	45.00006815	45.00004269	45.00002472	45.00001589	45.00006693	45.00006203	45.00004792	45.00003172	45.00001921	45.00001270
45.00012258	45.00011838	45.00008813	45.00005555	45.00003243	45.00002104	45.00015496	45.00016507	45.00011248	45.00006494	45.00003567	45.00002234	45.00019198	45.00024434	45.00014187	45.00007292	45.00003741	45.00002260	45.00014116	45.00015236	45.00010259	45.00005832	45.00003162	45.00001963	45.00009023	45.00008785	45.00006494	45.00004063	45.00002361	45.00001528	45.00006346	45.00005894	45.00004556	45.00003022	45.00001842	45.00001230
45.00011659	45.00011302	45.00008399	45.00005285	45.00003093	45.00002019	45.00014854	45.00015926	45.00010803	45.00006204	45.00003404	45.00002140	45.00018542	45.00023814	45.00013731	45.00006997	45.00003575	45.00002164	45.00013554	45.00014727	45.00009869	45.00005578	45.00003019	45.00001880	45.00008602	45.00008408	45.00006204	45.00003874	45.00002257	45.00001470	45.00006029	45.00005611	45.00004338	45.00002882	45.00001767	45.00001190
45.00011120	45.00010820	45.00008026	45.00005039	45.00002953	45.00001937	45.00014282	45.00015408	45.00010405	45.00005942	45.00003254	45.00002051	45.00017961	45.00023261	45.00013324	45.00006733	45.00003423	45.00002073	45.00013055	45.00014273	45.00009521	45.00005349	45.00002888	45.00001802	45.00008224	45.00008069	45.00005942	45.00003702	45.00002160	45.00001414	45.00005738	45.00005352	45.00004138	45.00002752	45.00001695	45.00001150
45.00010638	45.00010387	45.00007689	45.00004815	45.00002823	45.00001858	45.00013773	45.00014945	45.00010049	45.00005705	45.00003116	45.00001967	45.00017444	45.00022765	45.00012961	45.00006495	45.00003285	45.00001989	45.00012611	45.00013869	45.00009211	45.00005143	45.00002768	45.00001729	45.00007884	45.00007764	45.00005705	45.00003545	45.00002069	45.00001360	45.00005472	45.00005115	45.00003954	45.00002631	45.00001627	45.00001111
45.00010205	45.00009999	45.00007386	45.00004611	45.00002702	45.00001784	45.00013318	45.00014531	45.00009730	45.00005491	45.00002989	45.00001888	45.00016985	45.00022320	45.00012637	45.00006281	45.00003158	45.00001909	45.00012216	45.00013508	45.00008933	45.00004958	45.00002658	45.00001661	45.00007578	45.00007490	45.00005491	45.00003402	45.00001985	45.00001309	45.00005230	45.00004898	45.00003786	45.00002519	45.00001562	45.00001072
45.00009816	45.00009650	45.00007113	45.00004425	45.00002590	45.00001713	45.00012913	45.00014161	45.00009444	45.00005298	45.00002873	45.00001814	45.00016576	45.00021921	45.00012347	45.00006089	45.00003043	45.00001836	45.00011864	45.00013186	45.00008685	45.00004790	45.00002557	45.00001597	45.00007303	45.00007243	45.00005298	45.00003272	45.00001908	45.00001260	45.00005009	45.00004701	45.00003632	45.00002416	45.00001501	45.00001035
45.00009469	45.00009337	45.00006867	45.00004257	45.00002487	45.00001647	45.00012552	45.00013830	45.00009188	45.00005124	45.00002766	45.00001744	45.00016212	45.00021562	45.00012088	45.00005917	45.00002937	45.00001767	45.00011551	45.00012898	45.00008463	45.00004640	45.00002465	45.00001537	45.00007056	45.00007021	45.00005124	45.00003153	45.00001835	45.00001214	45.00004809	45.00004522	45.00003491	45.00002320	45.00001444	45.00000999
45.00009157	45.00009057	45.00006646	45.00004105	45.00002393	45.00001584	45.00012230	45.00013534	45.00008959	45.00004967	45.00002669	45.00001680	45.00015887	45.00021238	45.00011855	45.00005762	45.00002841	45.00001703	45.00011272	45.00012641	45.00008265	45.00004504	45.00002381	45.00001481	45.00006835	45.00006821	45.00004967	45.00003045	45.00001769	45.00001171	45.00004626	45.00004358	45.00003362	45.00002232	45.00001390	45.00000965
45.00008879	45.00008806	45.00006448	45.00003966	45.00002305	45.00001525	45.00011942	45.00013269	45.00008753	45.00004826	45.00002579	45.00001619	45.00015598	45.00020945	45.00011647	45.00005622	45.00002754	45.00001644	45.00011024	45.00012410	45.00008087	45.00004382	45.00002304	45.00001429	45.00006636	45.00006641	45.00004826	45.00002947	45.00001707	45.00001130	45.00004461	45.00004210	45.00003245	45.00002151	45.00001340	45.00000931
45.00008630	45.00008580	45.00006269	45.00003841	45.00002225	45.00001470	45.00011686	45.00013031	45.00008569	45.00004698	45.00002498	45.00001563	45.00015339	45.00020680	45.00011460	45.00005497	45.00002674	45.00001590	45.00010802	45.00012204	45.00007928	45.00004272	45.00002234	45.00001381	45.00006457	45.00006480	45.00004698	45.00002858	45.00001651	45.00001091	45.00004311	45.00004076	45.00003139	45.00002076	45.00001293	45.00000900
45.00008407	45.00008379	45.00006109	45.00003728	45.00002151	45.00001419	45.00011457	45.00012818	45.00008404	45.00004583	45.00002423	45.00001511	45.00015108	45.00020439	45.00011292	45.00005384	45.00002602	45.00001539	45.00010604	45.00012019	45.00007785	45.00004173	45.00002170	45.00001337	45.00006297	45.00006334	45.00004583	45.00002777	45.00001598	45.00001055	45.00004176	45.00003954	45.00003042	45.00002008	45.00001249	45.00000870
45.00008208	45.00008198	45.00005965	45.00003626	45.00002084	45.00001371	45.00011252	45.00012627	45.00008256	45.00004479	45.00002355	45.00001463	45.00014900	45.00020220	45.00011141	45.00005282	45.00002536	45.00001492	45.00010427	45.00011852	45.00007657	45.00004084	45.00002111	45.00001295	45.00006153	45.00006204	45.00004479	45.00002703	45.00001550	45.00001021	45.00004053	45.00003844	45.00002953	45.00001946	45.00001209	45.00000842
45.00008030	45.00008037	45.00005836	45.00003533	45.00002022	45.00001327	45.00011070	45.00012455	45.00008123	45.00004386	45.00002293	45.00001419	45.00014715	45.00020021	45.00011005	45.00005190	45.00002476	45.00001449	45.00010270	45.00011703	45.00007542	45.00004004	45.00002058	45.00001257	45.00006024	45.00006086	45.00004386	45.00002637	45.00001506	45.00000990	45.00003942	45.00003744	45.00002874	45.00001888	45.00001171	45.00000815
