p0	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35
45.00000000	45.00000000	45.00000005	45.00000086	45.00000005	45.00000000	45.00000000	45.00000008	45.00000252	45.00004307	45.00000252	45.00000008	45.00000005	45.00000252	45.00008604	45.00167537	45.00008604	45.00000258	45.00000086	45.00004307	45.00167537	45.04503007	45.00167538	45.00004392	45.00000005	45.00000252	45.00008604	45.00167538	45.00008604	45.00000258	45.00000000	45.00000008	45.00000258	45.00004392	45.00000258	45.00000008
45.00000000	45.00000008	45.00000120	45.00000929	45.00000120	45.00000008	45.00000008	45.00000174	45.00002681	45.00021450	45.00002682	45.00000181	45.00000120	45.00002681	45.00042666	45.00353214	45.00042670	45.00002797	45.00000929	45.00021450	45.00353214	45.03034637	45.00353243	45.00022349	45.00000120	45.00002682	45.00042670	45.00353243	45.00042674	45.00002798	45.00000008	45.00000181	45.00002797	45.00022349	45.00002798	45.00000190
45.00000004	45.00000059	45.00000573	45.00002849	45.00000573	45.00000063	45.00000059	45.00000814	45.00007992	45.00040283	45.00007995	45.00000870	45.00000573	45.00007992	45.00079472	45.00405757	45.00079501	45.00008535	45.00002849	45.00040283	45.00405757	45.02098725	45.00405895	45.00042988	45.00000573	45.00007995	45.00079501	45.00405895	45.00079529	45.00008538	45.00000063	45.00000870	45.00008535	45.00042988	45.00008538	45.00000930
45.00000021	45.00000208	45.00001480	45.00005441	45.00001482	45.00000228	45.00000208	45.00002061	45.00014771	45.00054657	45.00014784	45.00002255	45.00001480	45.00014771	45.00106536	45.00396812	45.00106634	45.00016147	45.00005441	45.00054657	45.00396812	45.01487907	45.00397168	45.00059720	45.00001482	45.00014784	45.00106634	45.00397168	45.00106731	45.00016163	45.00000228	45.00002255	45.00016147	45.00059720	45.00016163	45.00002467
45.00000065	45.00000496	45.00002792	45.00008219	45.00002797	45.00000555	45.00000496	45.00003807	45.00021509	45.00063587	45.00021550	45.00004259	45.00002792	45.00021509	45.00122034	45.00362243	45.00122262	45.00024053	45.00008219	45.00063587	45.00362243	45.01080213	45.00362914	45.00071080	45.00002797	45.00021550	45.00122262	45.00362914	45.00122492	45.00024099	45.00000555	45.00004259	45.00024053	45.00071080	45.00024099	45.00004765
45.00000150	45.00000934	45.00004359	45.00010830	45.00004374	45.00001068	45.00000934	45.00005819	45.00027238	45.00067869	45.00027329	45.00006653	45.00004359	45.00027238	45.00127869	45.00319578	45.00128293	45.00031130	45.00010830	45.00067869	45.00319578	45.00802030	45.00320630	45.00077540	45.00004374	45.00027329	45.00128293	45.00320630	45.00128718	45.00031234	45.00001068	45.00006653	45.00031130	45.00077540	45.00031234	45.00007606
45.00000288	45.00001503	45.00006013	45.00013074	45.00006045	45.00001754	45.00001503	45.00007860	45.00031528	45.00068705	45.00031697	45.00009173	45.00006013	45.00031528	45.00126770	45.00277003	45.00127442	45.00036786	45.00013074	45.00068705	45.00277003	45.00608112	45.00278462	45.00080138	45.00006045	45.00031697	45.00127442	45.00278462	45.00128118	45.00036982	45.00001754	45.00009173	45.00036786	45.00080138	45.00036982	45.00010706
45.00000481	45.00002163	45.00007607	45.00014865	45.00007668	45.00002575	45.00002163	45.00009739	45.00034320	45.00067199	45.00034592	45.00011591	45.00007607	45.00034320	45.00121206	45.00238005	45.00122160	45.00040833	45.00014865	45.00067199	45.00238005	45.00470136	45.00239866	45.00079929	45.00007668	45.00034592	45.00122160	45.00239866	45.00123122	45.00041157	45.00002575	45.00011591	45.00040833	45.00079929	45.00041157	45.00013794
45.00000728	45.00002869	45.00009035	45.00016193	45.00009136	45.00003479	45.00002869	45.00011335	45.00035762	45.00064221	45.00036158	45.00013740	45.00009035	45.00035762	45.00113084	45.00203762	45.00114332	45.00043337	45.00016193	45.00064221	45.00203762	45.00370037	45.00205996	45.00077800	45.00009136	45.00036158	45.00114332	45.00205996	45.00115594	45.00043818	45.00003479	45.00013740	45.00043337	45.00077800	45.00043818	45.00016655
45.00001017	45.00003576	45.00010233	45.00017089	45.00010386	45.00004410	45.00003576	45.00012587	45.00036092	45.00060403	45.00036628	45.00015521	45.00010233	45.00036092	45.00103753	45.00174365	45.00105286	45.00044492	45.00017089	45.00060403	45.00174365	45.00296083	45.00176924	45.00074434	45.00010386	45.00036628	45.00105286	45.00176924	45.00106843	45.00045153	45.00004410	45.00015521	45.00044492	45.00074434	45.00045153	45.00019140
45.00001338	45.00004245	45.00011173	45.00017604	45.00011389	45.00005320	45.00004245	45.00013485	45.00035568	45.00056183	45.00036251	45.00016895	45.00011173	45.00035568	45.00094105	45.00149435	45.00095901	45.00044547	45.00017604	45.00056183	45.00149435	45.00240513	45.00152262	45.00070335	45.00011389	45.00036251	45.00095901	45.00152262	45.00097731	45.00045403	45.00005320	45.00016895	45.00044547	45.00070335	45.00045403	45.00021168
