0,0,0,0
256,0,0,0
512,0,0,0
768,0,0,0
1024,0,0,0
1280,0,0,0
1,0,0,0
257,0,0,0
513,0,0,0
769,0,0,0
1025,0,0,0
1281,0,0,0
2,0,0,0
258,139980434882104,139980434882104,0
514,0,0,0
770,0,0,0
1026,0,0,0
1282,0,0,0
3,0,0,0
259,0,0,0
515,0,0,0
771,0,0,0
1027,0,0,0
1283,0,0,0
4,0,0,0
260,0,0,0
516,0,0,0
772,0,0,0
1028,0,0,0
1284,0,0,0
5,0,0,0
261,0,0,0
517,0,0,0
773,0,0,0
1029,0,0,0
1285,0,0,0
0,85019,85019,100000
256,638,638,100000
512,638,638,100000
768,638,638,100000
1024,638,638,100000
1280,638,638,100000
1,42014,42014,100000
257,638,638,100000
513,638,638,100000
769,638,638,100000
1025,638,638,100000
1281,638,638,100000
2,43844,43844,100000
258,638,638,100000
514,638,638,100000
770,638,638,100000
1026,638,638,100000
1282,638,638,100000
3,638,638,100000
259,638,638,100000
515,638,638,100000
771,638,638,100000
1027,638,638,100000
1283,638,638,100000
4,638,638,100000
260,638,638,100000
516,638,638,100000
772,638,638,100000
1028,638,638,100000
1284,638,638,100000
5,638,638,100000
261,638,638,100000
517,638,638,100000
773,638,638,100000
1029,638,638,100000
1285,638,638,100000
0,169824,84805,200000
256,638,0,200000
512,638,0,200000
768,638,0,200000
1024,638,0,200000
1280,638,0,200000
1,118454,76440,200000
257,638,0,200000
513,638,0,200000
769,638,0,200000
1025,638,0,200000
1281,638,0,200000
2,134108,90264,200000
258,638,0,200000
514,638,0,200000
770,638,0,200000
1026,638,0,200000
1282,638,0,200000
3,13645,13007,200000
259,638,0,200000
515,638,0,200000
771,638,0,200000
1027,638,0,200000
1283,638,0,200000
4,16748,16110,200000
260,638,0,200000
516,638,0,200000
772,638,0,200000
1028,638,0,200000
1284,638,0,200000
5,6603,5965,200000
261,638,0,200000
517,638,0,200000
773,638,0,200000
1029,638,0,200000
1285,638,0,200000
0,254898,85074,300000
256,638,0,300000
512,638,0,300000
768,638,0,300000
1024,638,0,300000
1280,638,0,300000
1,194900,76446,300000
257,638,0,300000
513,638,0,300000
769,638,0,300000
1025,638,0,300000
1281,638,0,300000
2,225043,90935,300000
258,638,0,300000
514,638,0,300000
770,638,0,300000
1026,638,0,300000
1282,638,0,300000
3,22231,8586,300000
259,638,0,300000
515,638,0,300000
771,638,0,300000
1027,638,0,300000
1283,638,0,300000
4,27862,11114,300000
260,638,0,300000
516,638,0,300000
772,638,0,300000
1028,638,0,300000
1284,638,0,300000
5,9711,3108,300000
261,638,0,300000
517,638,0,300000
773,638,0,300000
1029,638,0,300000
1285,638,0,300000
0,339974,85076,400000
256,638,0,400000
512,638,0,400000
768,638,0,400000
1024,638,0,400000
1280,638,0,400000
1,271324,76424,400000
257,638,0,400000
513,638,0,400000
769,638,0,400000
1025,638,0,400000
1281,638,0,400000
2,315899,90856,400000
258,638,0,400000
514,638,0,400000
770,638,0,400000
1026,638,0,400000
1282,638,0,400000
3,30817,8586,400000
259,638,0,400000
515,638,0,400000
771,638,0,400000
1027,638,0,400000
1283,638,0,400000
4,38976,11114,400000
260,638,0,400000
516,638,0,400000
772,638,0,400000
1028,638,0,400000
1284,638,0,400000
5,12819,3108,400000
261,638,0,400000
517,638,0,400000
773,638,0,400000
1029,638,0,400000
1285,638,0,400000
0,425048,85074,500000
256,638,0,500000
512,638,0,500000
768,638,0,500000
1024,638,0,500000
1280,638,0,500000
1,347770,76446,500000
257,638,0,500000
513,638,0,500000
769,638,0,500000
1025,638,0,500000
1281,638,0,500000
2,406749,90850,500000
258,638,0,500000
514,638,0,500000
770,638,0,500000
1026,638,0,500000
1282,638,0,500000
3,39403,8586,500000
259,638,0,500000
515,638,0,500000
771,638,0,500000
1027,638,0,500000
1283,638,0,500000
4,50090,11114,500000
260,638,0,500000
516,638,0,500000
772,638,0,500000
1028,638,0,500000
1284,638,0,500000
5,15927,3108,500000
261,638,0,500000
517,638,0,500000
773,638,0,500000
1029,638,0,500000
1285,638,0,500000
0,510100,85052,600000
256,638,0,600000
512,638,0,600000
768,638,0,600000
1024,638,0,600000
1280,638,0,600000
1,424161,76391,600000
257,638,0,600000
513,638,0,600000
769,638,0,600000
1025,638,0,600000
1281,638,0,600000
2,497188,90439,600000
258,638,0,600000
514,638,0,600000
770,638,0,600000
1026,638,0,600000
1282,638,0,600000
3,48027,8624,600000
259,638,0,600000
515,638,0,600000
771,638,0,600000
1027,638,0,600000
1283,638,0,600000
4,56495,6405,600000
260,638,0,600000
516,638,0,600000
772,638,0,600000
1028,638,0,600000
1284,638,0,600000
5,18303,2376,600000
261,638,0,600000
517,638,0,600000
773,638,0,600000
1029,638,0,600000
1285,638,0,600000
0,595174,85074,700000
256,638,0,700000
512,638,0,700000
768,638,0,700000
1024,638,0,700000
1280,638,0,700000
1,500667,76506,700000
257,638,0,700000
513,638,0,700000
769,638,0,700000
1025,638,0,700000
1281,638,0,700000
2,589171,91983,700000
258,638,0,700000
514,638,0,700000
770,638,0,700000
1026,638,0,700000
1282,638,0,700000
3,53130,5103,700000
259,638,0,700000
515,638,0,700000
771,638,0,700000
1027,638,0,700000
1283,638,0,700000
4,67609,11114,700000
260,638,0,700000
516,638,0,700000
772,638,0,700000
1028,638,0,700000
1284,638,0,700000
5,21411,3108,700000
261,638,0,700000
517,638,0,700000
773,638,0,700000
1029,638,0,700000
1285,638,0,700000
0,677025,81851,800000
256,638,0,800000
512,638,0,800000
768,638,0,800000
1024,638,0,800000
1280,638,0,800000
1,577068,76401,800000
257,638,0,800000
513,638,0,800000
769,638,0,800000
1025,638,0,800000
1281,638,0,800000
2,679819,90648,800000
